movieId,title,releaseYear,genre,rating,duration,directorId,actorIds
96,Movie 96,1954,Fantasy,7.2,119,394,"1592,1160"
97,Movie 97,2012,Thriller,8.5,98,443,"306,505,1099,1206,1332"
98,Movie 98,1984,Sci-Fi,5.0,156,63,"1069,222,1444,1800,1517"
99,Movie 99,1982,Drama,6.9,132,431,"1526,1870,1562,1444"
100,Movie 100,1968,Thriller,8.9,195,76,"1993,698,1964"
101,Movie 101,1952,Crime,5.1,154,58,"1318,1542"
102,Movie 102,2009,Crime,7.7,80,792,"1075,1235,1894"
103,Movie 103,1992,Action,7.6,146,462,"1857,634,1015"
104,Movie 104,2014,Action,4.2,95,363,"621,236,252,1362"
105,Movie 105,1965,Comedy,6.3,182,858,"907,1751,1023,1890,1651"
106,Movie 106,1977,Thriller,4.5,102,276,"816,1721"
107,Movie 107,1979,Horror,9.3,84,213,"1445,687,1872"
108,Movie 108,2012,Action,6.9,119,956,"1684,1988,1032"
109,Movie 109,2015,Drama,9.2,182,88,"895,546,1334"
110,Movie 110,1954,Horror,9.4,158,165,"1199,1687,97"
111,Movie 111,2003,Adventure,5.4,132,613,"1343,1515,1370"
112,Movie 112,1995,Action,7.0,81,737,"383,1450"
113,Movie 113,1994,Romance,7.0,123,205,"1506,1646"
114,Movie 114,1951,Fantasy,9.7,97,127,"1058,187,486"
115,Movie 115,2015,Romance,9.6,134,970,"102,304,1650,1637"
116,Movie 116,1979,Drama,8.2,144,946,"919,893"
117,Movie 117,1992,Romance,4.5,131,345,"1033,186,1810,1943"
118,Movie 118,1953,Horror,4.9,197,584,"486,1931"
119,Movie 119,1968,Crime,9.6,193,487,"1209,1038"
120,Movie 120,1972,Fantasy,6.3,195,752,"1066,1836,1446"
121,Movie 121,1963,Thriller,5.5,161,755,"1350,1733,823,1696"
122,Movie 122,2011,Fantasy,5.2,188,188,"541,1497,580,1552"
123,Movie 123,2010,Thriller,8.3,153,842,"670,1687"
124,Movie 124,1981,Sci-Fi,5.0,112,277,"300,80,548,1775,191"
125,Movie 125,1994,Romance,6.3,176,865,"599,1911,1393,1986"
126,Movie 126,2017,Drama,5.1,166,25,"103,1880,763,1474"
127,Movie 127,1978,Thriller,9.7,196,20,"1940,1511"
128,Movie 128,2015,Sci-Fi,7.8,132,674,"1772,533,1283,1006"
129,Movie 129,1991,Comedy,9.9,182,867,"941,1502"
130,Movie 130,2018,Adventure,4.7,199,537,"1016,1176,97,796,967"
131,Movie 131,1965,Sci-Fi,7.9,152,696,"1039,1483"
132,Movie 132,2017,Drama,8.6,150,627,"745,1549,142"
133,Movie 133,1961,Horror,8.0,126,323,"826,903"
134,Movie 134,2005,Romance,9.1,83,960,"603,669,452,1655"
135,Movie 135,1966,Romance,9.3,146,330,"1408,1075,1394,17"
136,Movie 136,2015,Horror,7.8,199,855,"1996,909,339,1684"
137,Movie 137,1950,Fantasy,6.0,149,924,"1825,109"
138,Movie 138,2005,Crime,5.1,194,213,"709,1128,988"
139,Movie 139,2010,Comedy,7.3,146,831,"653,1507,1433,869"
140,Movie 140,2002,Thriller,8.8,178,622,"1526,1951,1906"
141,Movie 141,1997,Sci-Fi,4.6,128,407,"636,928,1156,166,977"
142,Movie 142,1996,Sci-Fi,9.3,158,74,"778,675,357,1678"
143,Movie 143,2025,Horror,5.2,107,259,"304,815"
144,Movie 144,1990,Romance,8.7,169,616,"1218,431,213,1263,1523"
145,Movie 145,2017,Romance,8.0,123,11,"199,1737,1969,615,1068"
146,Movie 146,1952,Fantasy,8.0,177,231,"1259,411,494,1060"
147,Movie 147,1972,Crime,7.3,122,990,"1352,383,1596,50"
148,Movie 148,2013,Sci-Fi,10.0,106,779,"148,1390,1758,258,818"
149,Movie 149,2013,Comedy,4.4,97,619,"1218,443,647,1785"
150,Movie 150,1973,Drama,7.7,153,670,"1302,1407"
151,Movie 151,1995,Action,6.4,167,887,"1247,1246"
152,Movie 152,2011,Action,6.0,171,244,"1183,199,742,520"
153,Movie 153,1996,Action,9.3,118,233,"1687,449,465,1742,228"
154,Movie 154,1951,Adventure,7.6,134,706,"1496,1485,504,893,1831"
155,Movie 155,1964,Crime,10.0,155,430,"1268,1629,325"
156,Movie 156,2002,Sci-Fi,8.7,100,215,"155,314,970,699,1396"
157,Movie 157,1962,Romance,6.1,89,53,"1592,173"
158,Movie 158,1974,Fantasy,5.5,113,971,"538,1595,1459"
159,Movie 159,1993,Sci-Fi,4.3,133,712,"89,1922,1154,1161,1531"
160,Movie 160,1954,Crime,6.5,108,119,"1760,357,1840,267,1899"
161,Movie 161,1986,Fantasy,8.3,164,681,"53,480,873"
162,Movie 162,1998,Crime,9.7,166,830,"1154,493,423"
163,Movie 163,1967,Crime,9.8,106,53,"1876,155,382,166,1808"
164,Movie 164,2007,Horror,7.2,129,939,"1437,1156,1722,1164,977"
165,Movie 165,1952,Sci-Fi,7.7,148,150,"1065,1754,733"
166,Movie 166,1971,Crime,7.3,164,718,"26,1335,1864,1918"
167,Movie 167,2011,Comedy,6.0,82,875,"1368,1627,349,1194,1238"
168,Movie 168,2008,Romance,4.3,161,511,"1311,1320,494,662,1639"
169,Movie 169,1964,Fantasy,6.5,169,999,"1492,1269,1312,319"
170,Movie 170,1974,Thriller,8.2,139,525,"643,1572,1149,149,547"
171,Movie 171,1971,Drama,7.7,85,307,"767,1597,505,731"
172,Movie 172,1979,Romance,4.6,88,133,"1062,353,1842"
173,Movie 173,1986,Crime,9.6,139,474,"482,1672,267"
174,Movie 174,1989,Horror,8.6,82,510,"1259,1772"
175,Movie 175,1953,Horror,9.1,184,488,"1616,811"
176,Movie 176,1954,Romance,9.5,172,501,"1383,1927"
177,Movie 177,2009,Sci-Fi,8.5,110,991,"1161,299,1656,704,1874"
178,Movie 178,2011,Romance,6.3,175,237,"1238,1617,1370,1670"
179,Movie 179,2012,Horror,9.3,152,206,"1791,701,1345"
180,Movie 180,1982,Comedy,6.1,97,873,"455,222,1627,1114"
181,Movie 181,2017,Fantasy,6.1,199,945,"16,1433"
182,Movie 182,1950,Action,7.6,185,614,"1239,369,1110,504"
183,Movie 183,1988,Sci-Fi,4.7,135,146,"1876,342,397,1820,1259"
184,Movie 184,2009,Romance,6.5,167,428,"1583,1482,274,1507"
185,Movie 185,1950,Drama,5.3,160,61,"2,992"
186,Movie 186,1973,Drama,9.6,167,398,"853,1455"
187,Movie 187,1987,Adventure,6.0,103,101,"419,175,1019"
188,Movie 188,1981,Horror,5.1,129,539,"1645,1774,1080,213,1770"
189,Movie 189,1960,Sci-Fi,8.7,185,106,"953,248,1125,1260,976"
190,Movie 190,1994,Comedy,6.7,132,37,"1351,1532,914,1531"
191,Movie 191,2016,Adventure,5.6,147,825,"882,34,628"
192,Movie 192,1997,Drama,7.2,178,567,"759,1458,1115"
193,Movie 193,1958,Sci-Fi,8.1,114,122,"1348,550,1622"
194,Movie 194,1993,Sci-Fi,8.4,100,582,"1077,1992,849,185"
195,Movie 195,1980,Romance,6.7,176,826,"1108,1298,791,154"
196,Movie 196,2020,Romance,4.5,168,409,"119,1450,1251,747,856"
197,Movie 197,1962,Horror,7.9,178,685,"1307,101,1818,1333"
198,Movie 198,2003,Romance,7.4,137,12,"1677,1980,374,1453,653"
199,Movie 199,1961,Comedy,7.1,91,336,"1511,1022,23,1192,1083"
200,Movie 200,2024,Crime,7.9,193,542,"1235,12,986,767"
201,Movie 201,1962,Action,6.5,177,700,"708,1066,1583,1923"
202,Movie 202,2018,Romance,8.3,129,154,"942,1202,224,646"
203,Movie 203,2010,Action,4.1,147,399,"265,1535"
204,Movie 204,1994,Drama,4.4,137,724,"1869,675"
205,Movie 205,1976,Comedy,5.1,114,909,"1386,963,1892"
206,Movie 206,1981,Horror,5.9,158,566,"1425,1136,1396"
207,Movie 207,1960,Drama,6.9,82,816,"1654,1419,1529,207,1180"
208,Movie 208,1975,Fantasy,8.1,147,572,"184,978,1466,1650"
209,Movie 209,1996,Action,6.4,145,118,"919,538,1172,696,1651"
210,Movie 210,1958,Action,4.2,115,300,"1872,653,976"
211,Movie 211,2003,Crime,6.7,139,139,"1058,769"
212,Movie 212,1982,Horror,5.3,107,284,"1619,1095,1722"
213,Movie 213,2005,Romance,9.5,200,445,"206,1214"
214,Movie 214,1961,Adventure,5.1,192,138,"140,93,1918,1649"
215,Movie 215,1978,Crime,6.4,143,262,"1300,1936"
216,Movie 216,2010,Horror,7.5,86,830,"1390,196,1172"
217,Movie 217,2003,Action,5.8,150,300,"1572,1065"
218,Movie 218,1991,Romance,9.3,173,883,"560,1835,513,1104"
219,Movie 219,1965,Crime,4.4,155,686,"1852,1844,213,1870"
220,Movie 220,1954,Drama,5.0,82,122,"1971,1712"
221,Movie 221,2016,Comedy,7.3,162,163,"379,1912,1092,1138"
222,Movie 222,1998,Comedy,8.7,80,534,"771,955,727,1023"
223,Movie 223,1971,Comedy,8.6,149,511,"503,1014,64"
224,Movie 224,1978,Comedy,7.7,178,409,"1324,172,1123"
225,Movie 225,2001,Crime,5.2,161,261,"1028,1527,1968,1401,950"
226,Movie 226,1969,Thriller,4.5,99,559,"1310,847,730,1375"
227,Movie 227,1986,Comedy,4.8,163,265,"1250,424,961,1954,1799"
228,Movie 228,1996,Fantasy,5.3,108,778,"703,659,1805"
229,Movie 229,1962,Sci-Fi,4.4,133,809,"911,654,698,1702,1406"
230,Movie 230,1961,Horror,7.8,111,242,"1050,705,87,1485"
231,Movie 231,1989,Sci-Fi,8.8,144,744,"1481,1944,1112"
232,Movie 232,1975,Thriller,6.2,96,316,"1673,481,25,179"
233,Movie 233,2012,Sci-Fi,9.1,147,826,"1700,1773,784"
234,Movie 234,2007,Drama,9.4,106,67,"747,938,475"
235,Movie 235,1985,Action,6.9,193,987,"1608,1376,932"
236,Movie 236,1957,Thriller,5.1,136,678,"1599,847"
237,Movie 237,2024,Crime,5.0,91,92,"650,179,465,932,1476"
238,Movie 238,2013,Fantasy,7.9,161,252,"1349,934,1472"
239,Movie 239,1951,Drama,8.0,187,946,"1516,1076"
240,Movie 240,2011,Sci-Fi,7.2,84,922,"179,1790,1751,1028"
241,Movie 241,1984,Horror,6.0,85,475,"1994,713,502"
242,Movie 242,1984,Action,9.3,195,512,"1855,588,714,653,809"
243,Movie 243,2010,Action,9.9,184,733,"1882,1344,1695,97,590"
244,Movie 244,2021,Horror,7.2,110,468,"34,877,430"
245,Movie 245,1962,Crime,8.8,83,909,"372,921,1099,1258,185"
246,Movie 246,1999,Thriller,8.1,127,339,"1546,1023,1581,612,1702"
247,Movie 247,1975,Drama,8.2,89,305,"263,119"
248,Movie 248,1958,Action,9.9,117,392,"1327,1507"
249,Movie 249,1987,Sci-Fi,4.2,175,375,"1616,351,925,1042,1141"
250,Movie 250,1981,Thriller,9.9,189,346,"811,1781,934,1234"
251,Movie 251,2002,Drama,6.8,119,762,"1618,1889,328,1335"
252,Movie 252,1980,Action,9.6,147,861,"621,1431,784,26"
253,Movie 253,1953,Romance,4.7,190,901,"1802,783,1709,1000"
254,Movie 254,2010,Horror,5.3,170,258,"335,348"
255,Movie 255,1981,Comedy,7.5,143,11,"1141,1069,480"
256,Movie 256,1971,Action,4.7,89,876,"574,537,687,405,631"
257,Movie 257,2013,Comedy,8.7,106,676,"1284,331,1898"
258,Movie 258,2018,Action,6.6,150,588,"731,799"
259,Movie 259,1996,Horror,4.7,164,712,"721,748"
260,Movie 260,1975,Fantasy,9.4,91,904,"1957,1125,1445,1413"
261,Movie 261,1978,Thriller,5.4,149,490,"1700,356,149,1944"
262,Movie 262,1968,Fantasy,9.3,149,818,"1931,981,1128"
263,Movie 263,1981,Comedy,6.9,89,813,"1265,125,1509,161,1611"
264,Movie 264,1997,Drama,9.6,101,120,"1130,1824,734,378,337"
265,Movie 265,1994,Comedy,5.4,187,664,"1026,500,539"
266,Movie 266,2019,Drama,8.5,136,271,"1538,906,672,1829,1799"
267,Movie 267,1977,Action,9.5,197,706,"679,613,1097"
268,Movie 268,2016,Adventure,6.8,108,928,"240,1343,1937"
269,Movie 269,1986,Sci-Fi,4.4,140,78,"999,681,1198,809,1488"
270,Movie 270,1967,Comedy,6.5,140,284,"1695,947,1273,1710"
271,Movie 271,2012,Fantasy,4.4,179,602,"1753,1558,1418,1354"
272,Movie 272,1996,Fantasy,9.5,116,918,"57,1783"
273,Movie 273,1970,Romance,9.0,105,153,"925,357,1380"
274,Movie 274,2016,Drama,9.6,101,552,"993,1165"
275,Movie 275,2016,Action,9.3,100,616,"1637,585,1491,249"
276,Movie 276,1951,Thriller,6.3,81,693,"1733,644,1171"
277,Movie 277,1961,Comedy,6.0,90,510,"1285,31"
278,Movie 278,2021,Romance,4.0,196,445,"540,1896,1426"
279,Movie 279,1970,Sci-Fi,5.9,104,308,"931,304,1132,1293,1262"
280,Movie 280,2019,Fantasy,6.1,187,960,"1971,1921,211,564,1700"
281,Movie 281,1995,Crime,9.8,101,112,"1347,200,1227"
282,Movie 282,1957,Drama,6.5,184,36,"1518,1300,1888,30"
283,Movie 283,1950,Adventure,8.3,141,992,"162,133"
284,Movie 284,1984,Romance,5.8,139,207,"1129,1914,133"
285,Movie 285,2016,Drama,5.0,156,477,"479,1528,643"
286,Movie 286,1964,Adventure,9.6,195,631,"1668,326,1549,100,1178"
287,Movie 287,2014,Thriller,5.5,158,224,"437,1381"
288,Movie 288,1955,Action,5.2,166,177,"699,744,1029,655,1469"
289,Movie 289,1956,Crime,9.6,98,839,"762,1764,802,1087"
290,Movie 290,1990,Romance,4.2,193,190,"1455,806,732,1864,1712"
291,Movie 291,1975,Adventure,10.0,177,692,"1904,617,1078,1284"
292,Movie 292,2019,Fantasy,8.9,171,885,"955,600,1935"
293,Movie 293,1954,Sci-Fi,8.9,108,178,"1201,1599"
294,Movie 294,2005,Comedy,4.6,119,787,"324,254"
295,Movie 295,1995,Drama,4.9,166,209,"1704,316,968,494"
296,Movie 296,1970,Fantasy,5.4,192,447,"1807,203"
297,Movie 297,2021,Fantasy,9.5,151,786,"1407,1352,300,1801,1044"
298,Movie 298,1989,Horror,9.7,131,855,"844,1914,1579,213,1167"
299,Movie 299,1959,Sci-Fi,9.3,91,964,"1702,1843,1352"
300,Movie 300,2003,Thriller,8.0,156,364,"1418,192,428,1034,1956"
301,Movie 301,1981,Adventure,9.8,103,166,"145,1943,1783"
302,Movie 302,1981,Adventure,7.1,161,315,"1993,405"
303,Movie 303,2022,Adventure,6.2,114,1,"1673,1787"
304,Movie 304,1979,Drama,7.0,197,387,"1445,1579,165"
305,Movie 305,2002,Comedy,8.7,113,141,"234,850,994,941,1296"
306,Movie 306,2014,Drama,6.3,153,473,"1405,909,832"
307,Movie 307,1950,Action,4.6,154,90,"797,281,965"
308,Movie 308,1954,Comedy,6.8,187,704,"1924,1970,1707,881,1540"
309,Movie 309,2007,Romance,7.3,80,561,"912,1432"
310,Movie 310,1987,Crime,5.4,172,972,"896,11,693"
311,Movie 311,1981,Crime,8.1,142,943,"127,895,1425,1766,570"
312,Movie 312,1976,Adventure,5.9,145,405,"1508,1014,1338"
313,Movie 313,1997,Comedy,4.4,111,911,"1322,1487"
314,Movie 314,2005,Drama,4.4,174,452,"1918,1367,1632,1494,874"
315,Movie 315,2006,Adventure,4.1,162,379,"1472,865,1520"
316,Movie 316,1985,Comedy,5.0,83,318,"1052,1403,1332,1379,440"
317,Movie 317,1985,Sci-Fi,8.0,91,725,"640,1400"
318,Movie 318,1962,Crime,9.1,92,545,"420,481,1335,958,1526"
319,Movie 319,1995,Action,6.6,144,534,"1004,1592,1009"
320,Movie 320,1966,Romance,9.1,98,237,"575,1859,748,831"
321,Movie 321,1985,Comedy,7.9,122,922,"477,1218,1931"
322,Movie 322,1974,Drama,9.5,144,824,"1176,1261"
323,Movie 323,2018,Thriller,4.4,83,1,"1373,488,116"
324,Movie 324,1971,Crime,8.4,161,154,"785,126,1476,1987,559"
325,Movie 325,2018,Sci-Fi,9.6,107,383,"1268,1316"
326,Movie 326,1992,Comedy,8.8,137,130,"16,1045,1054,124,1319"
327,Movie 327,1980,Sci-Fi,5.7,166,749,"825,611"
328,Movie 328,1999,Crime,9.6,131,619,"1725,1738,1689,393"
329,Movie 329,1956,Adventure,4.9,113,813,"693,1638"
330,Movie 330,2001,Romance,5.6,91,435,"1518,1787,1329,708"
331,Movie 331,1983,Drama,9.5,129,865,"1952,1271,1940,1533,1853"
332,Movie 332,2007,Fantasy,4.4,117,456,"78,1212,822"
333,Movie 333,1960,Horror,9.7,82,577,"487,526"
334,Movie 334,1973,Action,9.3,163,22,"423,1799"
335,Movie 335,2021,Thriller,6.8,166,434,"638,47,248,813"
336,Movie 336,1985,Action,7.1,104,933,"1100,1216,1785,1098"
337,Movie 337,1952,Thriller,7.1,84,899,"1719,896"
338,Movie 338,1988,Sci-Fi,8.3,170,293,"209,242"
339,Movie 339,2019,Adventure,5.6,87,841,"1522,1795,1174,483"
340,Movie 340,1976,Fantasy,4.6,115,3,"228,1390"
341,Movie 341,1962,Horror,7.9,86,724,"591,901,1412,683"
342,Movie 342,2003,Comedy,6.9,134,756,"1494,913,1699,919"
343,Movie 343,2013,Romance,9.0,151,918,"1546,1910,1349"
344,Movie 344,1985,Sci-Fi,4.2,103,756,"1097,1417,60,1812"
345,Movie 345,1985,Sci-Fi,8.8,173,12,"1736,1068,1487,1021"
346,Movie 346,1957,Thriller,4.8,134,966,"481,910"
347,Movie 347,1957,Horror,10.0,96,61,"1292,572"
348,Movie 348,1980,Crime,7.2,176,466,"1811,1385,460,1448"
349,Movie 349,2004,Sci-Fi,6.3,129,450,"779,96,1693,1844,249"
350,Movie 350,1952,Horror,7.5,86,343,"851,835,920"
351,Movie 351,2019,Adventure,6.1,118,954,"1825,356"
352,Movie 352,1971,Fantasy,6.5,115,683,"867,1248,74,233"
353,Movie 353,1972,Action,9.9,116,234,"1094,1553"
354,Movie 354,2025,Fantasy,6.5,146,730,"1669,1829"
355,Movie 355,1989,Horror,4.2,134,294,"1238,1668"
356,Movie 356,1997,Drama,7.3,80,481,"532,1392,1536,1985,1065"
357,Movie 357,2006,Adventure,7.4,120,684,"500,635,1770"
358,Movie 358,1998,Sci-Fi,4.3,87,915,"1993,298,1158"
359,Movie 359,1999,Thriller,8.6,136,919,"648,259,1386"
360,Movie 360,1990,Adventure,8.6,163,272,"1922,1366,56,1275,612"
361,Movie 361,1982,Fantasy,7.9,130,167,"1341,1905,1645,1618,1002"
362,Movie 362,1965,Fantasy,5.7,138,314,"607,746,259,294"
363,Movie 363,1996,Thriller,5.5,109,31,"1652,1778,1930"
364,Movie 364,1972,Thriller,6.6,192,563,"520,960,1242,1517,649"
365,Movie 365,1965,Thriller,7.4,195,207,"1393,51"
366,Movie 366,2008,Crime,4.3,120,258,"1834,1515"
367,Movie 367,1995,Fantasy,9.8,150,917,"762,204,406,1407,1498"
368,Movie 368,1976,Action,8.3,190,454,"386,128,1992,1539,958"
369,Movie 369,1958,Comedy,5.8,161,977,"1062,705,1057,931"
370,Movie 370,1980,Adventure,5.6,159,279,"1456,772,1791,640,31"
371,Movie 371,2011,Sci-Fi,8.3,170,832,"1047,660,1147,1470"
372,Movie 372,2001,Drama,9.0,100,156,"794,1483,287,1534"
373,Movie 373,2003,Action,4.0,157,279,"1293,884,1698,684,770"
374,Movie 374,1997,Horror,4.4,175,193,"208,814"
375,Movie 375,1984,Thriller,9.7,109,953,"1607,1606,1269,1647"
376,Movie 376,1972,Action,5.3,151,92,"34,1711"
377,Movie 377,2015,Fantasy,6.8,164,776,"586,1653,1282,1789"
378,Movie 378,2002,Adventure,7.6,111,746,"167,78"
379,Movie 379,2007,Crime,7.3,97,285,"809,163,75"
380,Movie 380,2020,Comedy,7.4,98,330,"1456,985,1940,1563,241"
381,Movie 381,1951,Drama,4.9,92,975,"1128,95,518"
382,Movie 382,2013,Sci-Fi,6.3,195,505,"271,169,1519,865"
383,Movie 383,2022,Comedy,7.9,155,758,"1974,543"
384,Movie 384,2012,Horror,5.4,115,369,"1739,1338"
385,Movie 385,2017,Drama,6.7,176,674,"1815,730,1542"
386,Movie 386,2013,Fantasy,7.4,155,419,"497,1131,242"
387,Movie 387,1977,Crime,8.6,101,544,"165,1713,1529"
388,Movie 388,1950,Fantasy,7.0,114,519,"1073,1946,1827,538,891"
389,Movie 389,2006,Romance,9.4,116,861,"395,1998,33"
390,Movie 390,1990,Adventure,6.1,115,273,"1357,1704,583,320"
391,Movie 391,1954,Fantasy,6.0,173,175,"203,823,1580,1662"
392,Movie 392,1969,Adventure,4.1,103,874,"163,1410,1392,1570"
393,Movie 393,2013,Horror,8.0,144,245,"1603,1380,379,1567,477"
394,Movie 394,2014,Romance,6.5,125,652,"1997,150,978,1238,275"
395,Movie 395,2015,Crime,8.0,134,949,"102,1930,939,618,1204"
396,Movie 396,1989,Crime,4.9,188,492,"855,1173,1070"
397,Movie 397,1956,Fantasy,9.1,97,701,"1699,792,1654,1633"
398,Movie 398,1970,Adventure,8.1,84,234,"1078,1833,323,312,579"
399,Movie 399,1987,Crime,8.5,139,4,"232,1192,48"
